2283068,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4539981,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
875637,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5823794,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19952465,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22608584,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24456623,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5243087,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2889618,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19484455,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14069661,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14739468,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24033849,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
175693,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22222683,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32873318,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17874443,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27081302,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24460727,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2525565,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13487382,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11546067,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5541106,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8581781,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12769985,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1012580,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11763661,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9441798,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20963952,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3202391,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20309658,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5303013,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11453506,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15132754,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5451230,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19093155,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3453263,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30519609,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26609228,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2772791,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19202878,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15200406,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27138906,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14527014,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7854008,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
714358,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2294895,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5669008,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5440222,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15216853,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15996858,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27954017,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14793527,0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0
35908823,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22071969,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30448518,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20226885,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15106400,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31306817,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18710214,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12677130,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1712875,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9180769,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16908629,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4139200,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
952354,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34985133,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24198424,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4836572,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
34744345,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10045894,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20760084,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4559105,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
99025,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2317590,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17511234,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1582009,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4607159,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18691178,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28090138,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22845523,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6590245,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33010737,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4070671,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2552557,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19303258,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1733453,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23927995,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3821533,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21015273,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32560814,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26800485,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13525312,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
